rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.11219190594065,86.8994696419463,300641,正丹股份,bottom_area,2024-08-09,22.1,2024-08-09,21.8,1.376146788990829,4.908256880733946,30.815614090764836,False,0.7293,7.0752,2,2,2,100.0,42.02733505830851,50.22522522522521,8.623853211009171,1.376146788990829,历史2/2次成功; 当前距低点1.38%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
12,76.0735239224816,69.31992799636514,002601,龙佰集团,bottom_area,2024-08-09,16.32,2024-08-09,16.3,0.12269938650306486,4.785276073619617,29.741379310344822,False,-2.2754,0.588,1,1,1,100.0,11.127325793506023,11.127325793506023,9.877300613496935,0.12269938650306486,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
13,74.87323542393104,73.02804288137668,000726,鲁泰A,bottom_area,2024-08-09,5.62,2024-07-30,5.42,3.690036900369007,4.797047970479701,28.211920529801326,False,0.0,0.7485,1,1,1,100.0,12.480252764612954,12.480252764612954,6.309963099630994,3.690036900369007,历史1/1次成功; 当前距低点3.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,74.12061214219696,67.3823746747245,301487,盟固利,confirmed_rebound,2024-08-09,17.5,2024-08-09,17.5,0.0,24.85714285714287,29.5774647887324,False,-19.9817,9.9672,2,2,2,100.0,15.227820831852117,18.439999999999998,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
15,74.05681059428892,73.52031102733271,002552,宝鼎科技,confirmed_rebound,2024-08-09,11.1,2024-07-25,10.61,4.6182846371347805,10.084825636192276,30.197368421052634,True,-0.4484,0.5189,1,1,1,100.0,52.23596574690771,52.23596574690771,5.38171536286522,4.6182846371347805,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
16,73.75068162544223,73.03378557075992,600210,紫江企业,bottom_area,2024-08-09,4.89,2024-07-25,4.68,4.487179487179486,9.61538461538462,27.329192546583858,True,-0.2041,0.53,2,2,2,100.0,18.895455922199744,19.867549668874158,5.512820512820514,4.487179487179486,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-0.20%; 状态bottom_area; 底部已确认
17,70.41786866926583,70.39820436637018,300435,中泰股份,bottom_area,2024-08-09,10.74,2024-07-25,10.23,4.985337243401757,9.38416422287389,27.549575070821525,True,-1.105,0.3747,1,1,1,100.0,27.498781082398814,27.498781082398814,5.014662756598243,4.985337243401757,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
18,70.14728959819399,68.5787929970919,002171,楚江新材,confirmed_rebound,2024-08-09,5.99,2024-07-25,5.77,3.812824956672455,10.571923743500873,28.94088669950739,True,-0.9917,0.6517,1,1,1,100.0,13.559322033898319,13.559322033898319,6.187175043327545,3.812824956672455,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-0.99%; 状态confirmed_rebound; 底部已确认
19,70.00313038779227,64.20821155938856,001239,永达股份,bottom_area,2024-08-09,15.08,2024-08-09,15.01,0.46635576282478536,5.796135909393745,27.10053423992229,False,-9.5923,40.8401,2,3,2,66.66666666666666,36.96148404280864,62.04678362573098,9.533644237175215,0.46635576282478536,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-9.59%; 状态bottom_area; 底部未确认
20,68.60636904997105,68.00503832523026,002706,良信股份,bottom_area,2024-08-09,6.22,2024-07-30,5.95,4.537815126050413,7.394957983193269,32.7683615819209,True,-0.7974,0.829,3,4,3,75.0,13.31320867002797,14.727153188691638,5.462184873949587,4.537815126050413,历史3/4次成功; 当前距低点4.54%; 最新日涨幅-0.80%; 状态bottom_area; 底部已确认
21,60.37443262826067,59.41580698835275,600058,五矿发展,bottom_area,2024-08-09,6.26,2024-07-25,6.01,4.15973377703827,8.153078202995012,31.85941043083901,True,-1.1058,0.3509,1,2,1,50.0,99.54954954954954,99.54954954954954,5.840266222961731,4.15973377703827,历史1/2次成功; 当前距低点4.16%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
