rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.85385817134795,85.39911580402617,601127,赛力斯,bottom_area,2025-11-28,126.19,2025-11-24,122.37,3.1216801503636455,4.045109095366501,28.854651162790695,False,0.4937,1.0404,9,9,9,100.0,22.02444380029711,42.19143576826195,4.8783198496363545,3.1216801503636455,历史9/9次成功; 当前距低点3.12%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
12,79.23992780305899,79.14604781224381,000798,中水渔业,bottom_area,2025-11-28,12.14,2025-11-28,11.68,3.938356164383569,5.565068493150688,29.63855421686748,False,0.2477,16.1238,3,3,3,100.0,15.08333261848572,17.3015873015873,4.061643835616431,3.938356164383569,历史3/3次成功; 当前距低点3.94%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
13,78.81535150064131,80.07123327556587,002213,大为股份,bottom_area,2025-11-28,27.39,2025-11-28,26.13,4.822043628013784,5.243015690776889,28.68449781659389,False,2.6612,19.5485,4,4,4,100.0,14.223079287297208,20.248254460822338,3.177956371986216,4.822043628013784,历史4/4次成功; 当前距低点4.82%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
14,78.79375524014854,77.99061781414753,603151,邦基科技,bottom_area,2025-11-28,18.8,2025-11-21,18.17,3.4672537149146887,3.742432581177764,32.62884686688913,False,0.6424,1.42,1,1,1,100.0,36.42987249544626,36.42987249544626,4.532746285085311,3.4672537149146887,历史1/1次成功; 当前距低点3.47%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
15,78.14759211402074,78.7291889232216,002664,信质集团,bottom_area,2025-11-28,22.85,2025-11-24,21.89,4.385564184559163,5.984467793513014,30.727848101265824,False,0.5279,2.0161,2,2,2,100.0,34.990727225895085,52.526315789473685,3.614435815440837,4.385564184559163,历史2/2次成功; 当前距低点4.39%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
16,77.57276151689122,77.66396732169436,603127,昭衍新药,confirmed_rebound,2025-11-28,27.93,2025-11-21,26.84,4.061102831594635,8.792846497764529,29.33122696155871,True,0.1075,1.4584,2,2,2,100.0,26.307966546936147,41.08695652173912,3.9388971684053655,4.061102831594635,历史2/2次成功; 当前距低点4.06%; 最新日涨幅0.11%; 状态confirmed_rebound; 底部已确认
17,77.35467846249672,76.56049952170974,600506,统一股份,bottom_area,2025-11-28,25.99,2025-11-28,25.12,3.4633757961783336,4.299363057324833,31.17808219178082,False,2.3228,12.4013,1,1,1,100.0,28.69352869352869,28.69352869352869,4.536624203821667,3.4633757961783336,历史1/1次成功; 当前距低点3.46%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
18,76.81208617018703,76.49219791667845,603197,保隆科技,bottom_area,2025-11-28,35.39,2025-11-21,34.1,3.7829912023460386,3.988269794721406,27.431368376250266,False,1.2589,0.8067,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,4.217008797653961,3.7829912023460386,历史5/6次成功; 当前距低点3.78%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
19,76.62027006840486,75.38190449315908,301291,明阳电气,bottom_area,2025-11-28,41.88,2025-11-24,40.6,3.1527093596059137,4.926108374384236,27.0440251572327,False,1.6505,2.3458,1,1,1,100.0,18.54882705946537,18.54882705946537,4.847290640394086,3.1527093596059137,历史1/1次成功; 当前距低点3.15%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
20,76.45134091376545,74.60422915876681,688337,普源精电,bottom_area,2025-11-28,36.9,2025-11-21,35.92,2.7282850779509933,5.066815144766148,28.159999999999997,False,2.2727,0.798,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.271714922049007,2.7282850779509933,历史4/6次成功; 当前距低点2.73%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
21,76.34944318655397,75.93478225953942,605333,沪光股份,bottom_area,2025-11-28,29.3,2025-11-27,28.25,3.716814159292038,4.424778761061947,29.162487462387165,False,2.627,0.8126,4,5,4,80.0,21.76945453078103,29.01840490797546,4.283185840707962,3.716814159292038,历史4/5次成功; 当前距低点3.72%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
22,76.25259038037763,77.30834558078647,300584,海辰药业,confirmed_rebound,2025-11-28,55.3,2025-11-24,52.81,4.715016095436461,9.827684150729024,28.05177111716621,True,-1.5313,6.967,6,6,6,100.0,21.55151762570742,54.23197492163009,3.284983904563539,4.715016095436461,历史6/6次成功; 当前距低点4.72%; 最新日涨幅-1.53%; 状态confirmed_rebound; 底部已确认
23,76.10598128943958,77.30907063897277,002338,奥普光电,bottom_area,2025-11-28,51.15,2025-11-21,48.8,4.815573770491807,5.389344262295088,30.632551528073915,False,1.7101,1.5312,3,3,3,100.0,15.960101267172554,20.995288574793882,3.184426229508193,4.815573770491807,历史3/3次成功; 当前距低点4.82%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
24,76.08607108915704,75.5627257365027,003038,鑫铂股份,bottom_area,2025-11-28,15.94,2025-11-24,15.38,3.641092327698301,5.7867360208062335,28.76331635016211,False,0.5044,1.9469,1,1,1,100.0,25.507614213197975,25.507614213197975,4.358907672301699,3.641092327698301,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
25,75.39805562232999,75.85587463678716,603173,福斯达,bottom_area,2025-11-28,38.44,2025-11-24,36.85,4.314789687924006,5.427408412483039,32.86573146292585,False,1.1579,4.477,1,1,1,100.0,35.34190927555856,35.34190927555856,3.685210312075994,4.314789687924006,历史1/1次成功; 当前距低点4.31%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
26,75.2015440951872,74.31880544535592,300730,科创信息,confirmed_rebound,2025-11-28,13.74,2025-11-24,13.29,3.386004514672694,8.803611738148998,31.84615384615385,True,0.4386,3.4358,3,4,3,75.0,20.881159886073412,24.329896907216508,4.613995485327306,3.386004514672694,历史3/4次成功; 当前距低点3.39%; 最新日涨幅0.44%; 状态confirmed_rebound; 底部已确认
27,75.08855928588785,74.71644749021004,688766,普冉股份,bottom_area,2025-11-28,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,4.258333333333337,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,73.16976155724709,71.34899396568133,002017,东信和平,bottom_area,2025-11-28,21.38,2025-11-24,20.82,2.6897214217098884,4.514889529298757,27.88361621059924,False,1.0875,1.6384,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,5.310278578290112,2.6897214217098884,历史2/3次成功; 当前距低点2.69%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
29,71.63151291436785,72.36194611812138,688665,四方光电,bottom_area,2025-11-28,47.79,2025-11-21,45.72,4.527559055118111,5.424321959755039,27.715415019762844,False,0.547,0.5163,1,1,1,100.0,19.16548797736917,19.16548797736917,3.472440944881889,4.527559055118111,历史1/1次成功; 当前距低点4.53%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
30,71.02787389143523,71.28417654868895,300687,赛意信息,confirmed_rebound,2025-11-28,23.14,2025-11-24,22.21,4.187303016659161,9.14002701485816,27.251883393383558,True,-0.8569,2.2666,2,2,2,100.0,16.028104444472227,23.299319727891156,3.812696983340839,4.187303016659161,历史2/2次成功; 当前距低点4.19%; 最新日涨幅-0.86%; 状态confirmed_rebound; 底部已确认
31,68.90420686309524,69.96564822984573,603938,三孚股份,confirmed_rebound,2025-11-28,18.14,2025-11-21,17.31,4.794916233391114,8.08781051415368,27.45180217937972,False,0.0,2.2685,1,1,1,100.0,19.774501300954046,19.774501300954046,3.2050837666088863,4.794916233391114,历史1/1次成功; 当前距低点4.79%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部未确认
32,65.07748739421135,62.42534834623503,600104,上汽集团,bottom_area,2025-11-28,14.97,2025-11-21,14.7,1.8367346938775602,2.1768707482993217,28.74454677653902,False,0.7402,0.3968,1,2,1,50.0,24.425287356321842,24.425287356321842,6.163265306122439,1.8367346938775602,历史1/2次成功; 当前距低点1.84%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
33,64.02731548381834,65.13598877124262,301150,中一科技,confirmed_rebound,2025-11-28,45.45,2025-11-27,43.33,4.892684052619443,9.623817216708982,32.0846394984326,True,-1.6659,9.0749,1,1,1,100.0,8.286604361370706,8.286604361370706,3.1073159473805574,4.892684052619443,历史1/1次成功; 当前距低点4.89%; 最新日涨幅-1.67%; 状态confirmed_rebound; 底部已确认
